PID,qty,Amount,CID,SalesDate
4600,4,40,4700,2021-01-05T05:22:12.605Z
4601,5,10,4701,2021-01-05T05:22:12.605Z
4602,3,36,4702,2021-01-05T05:22:12.605Z
4603,5,17,4703,2021-01-05T05:22:12.605Z
4604,3,29,4704,2021-01-05T05:22:12.605Z
4605,1,13,4705,2021-01-19T20:56:28.493Z
4606,1,10,4706,2021-01-19T20:56:28.493Z
4607,3,23,4707,2021-01-19T20:56:28.493Z
4608,4,19,4708,2021-01-19T20:56:28.493Z
4609,2,54,4709,2021-01-19T20:56:28.493Z
4610,4,32,4710,2021-01-26T00:19:22.944Z
4611,5,10,4711,2021-01-26T00:19:22.944Z
4612,2,57,4712,2021-01-26T00:19:22.944Z
4613,1,36,4713,2021-01-26T00:19:22.944Z
4614,1,10,4714,2021-02-23T01:03:25.920Z
4615,5,19,4715,2021-02-23T01:03:25.920Z
4616,5,17,4716,2021-02-23T01:03:25.920Z
4617,1,29,4717,2021-02-23T01:03:25.920Z
4618,4,32,4718,2021-03-16T11:39:50.314Z
4619,2,23,4719,2021-03-16T11:39:50.314Z
4620,2,19,4720,2021-03-16T11:39:50.314Z
4621,3,54,4721,2021-03-16T11:39:50.314Z
4622,2,10,4722,2021-03-16T11:39:50.314Z
4623,3,57,4723,2021-03-16T11:39:50.314Z
4624,3,36,4724,2021-03-16T11:39:50.314Z
4625,3,13,4725,2021-02-03T14:59:41.683Z
4626,4,10,4726,2021-02-03T14:59:41.683Z
4627,2,19,4727,2021-02-03T14:59:41.683Z
4628,5,36,4728,2021-02-03T14:59:41.683Z
4629,2,29,4729,2021-02-03T14:59:41.683Z
4630,1,13,4730,2021-03-25T22:01:58.483Z
4631,4,10,4731,2021-03-25T22:01:58.483Z
4632,4,23,4732,2021-03-25T22:01:58.483Z
4633,3,54,4733,2021-03-25T22:01:58.483Z
4634,3,40,4734,2021-03-25T22:01:58.483Z
4635,2,36,4735,2021-03-25T22:01:58.483Z
4636,5,17,4736,2021-03-25T22:01:58.483Z
4637,3,29,4737,2021-03-25T22:01:58.483Z
4638,3,13,4738,2021-02-17T19:26:17.174Z
4639,3,23,4739,2021-02-17T19:26:17.174Z
4640,5,54,4740,2021-02-17T19:26:17.174Z
4641,2,40,4741,2021-02-17T19:26:17.174Z
4642,5,10,4742,2021-02-17T19:26:17.174Z
4643,2,57,4743,2021-02-17T19:26:17.174Z
4644,3,17,4744,2021-02-17T19:26:17.174Z
4645,1,29,4745,2021-02-17T19:26:17.174Z
4646,1,13,4746,2021-03-28T05:25:18.278Z
4647,4,32,4747,2021-03-28T05:25:18.278Z
4648,3,10,4748,2021-03-28T05:25:18.278Z
4649,1,23,4749,2021-03-28T05:25:18.278Z
4650,3,40,4750,2021-03-28T05:25:18.278Z
4651,1,57,4751,2021-03-28T05:25:18.278Z
4652,1,36,4752,2021-03-28T05:25:18.278Z
4653,3,17,4753,2021-03-28T05:25:18.278Z
4654,3,13,4754,2021-01-07T08:47:48.797Z
4655,5,19,4755,2021-01-07T08:47:48.797Z
4656,1,54,4756,2021-01-07T08:47:48.797Z
4657,4,57,4757,2021-01-07T08:47:48.797Z
4658,3,17,4758,2021-01-07T08:47:48.797Z
4659,3,13,4759,2021-02-25T07:46:57.533Z
4660,4,32,4760,2021-02-25T07:46:57.533Z
4661,3,23,4761,2021-02-25T07:46:57.533Z
4662,4,54,4762,2021-02-25T07:46:57.533Z
4663,3,10,4763,2021-02-25T07:46:57.533Z
4664,3,57,4764,2021-02-25T07:46:57.533Z
4665,5,36,4765,2021-02-25T07:46:57.533Z
4666,5,29,4766,2021-02-25T07:46:57.533Z
4667,3,10,4767,2021-02-16T06:11:46.061Z
4668,4,23,4768,2021-02-16T06:11:46.061Z
4669,2,54,4769,2021-02-16T06:11:46.061Z
4670,4,40,4770,2021-02-16T06:11:46.061Z
4671,3,10,4771,2021-02-16T06:11:46.061Z
4672,4,57,4772,2021-02-16T06:11:46.061Z
4673,3,10,4773,2021-01-16T08:36:47.664Z
4674,2,19,4774,2021-01-16T08:36:47.664Z
4675,4,40,4775,2021-01-16T08:36:47.664Z
4676,4,57,4776,2021-01-16T08:36:47.664Z
4677,4,36,4777,2021-01-16T08:36:47.664Z
4678,4,29,4778,2021-01-16T08:36:47.664Z
4679,2,32,4779,2021-03-23T04:35:26.592Z
4680,3,10,4780,2021-03-23T04:35:26.592Z
4681,1,19,4781,2021-03-23T04:35:26.592Z
4682,4,40,4782,2021-03-23T04:35:26.592Z
4683,4,10,4783,2021-03-23T04:35:26.592Z
4684,3,17,4784,2021-03-23T04:35:26.592Z
4685,2,29,4785,2021-03-23T04:35:26.592Z
4686,3,13,4786,2021-03-22T13:25:17.213Z
4687,2,32,4787,2021-03-22T13:25:17.213Z
4688,3,23,4788,2021-03-22T13:25:17.213Z
4689,2,54,4789,2021-03-22T13:25:17.213Z
4690,2,10,4790,2021-03-22T13:25:17.213Z
4691,2,17,4791,2021-03-22T13:25:17.213Z
4692,5,32,4792,2021-02-25T09:55:13.699Z
4693,1,19,4793,2021-02-25T09:55:13.699Z
4694,2,54,4794,2021-02-25T09:55:13.699Z
4695,3,40,4795,2021-02-25T09:55:13.699Z
4696,4,10,4796,2021-02-25T09:55:13.699Z
4697,1,57,4797,2021-02-25T09:55:13.699Z
4698,1,36,4798,2021-02-25T09:55:13.699Z
4699,5,29,4799,2021-02-25T09:55:13.699Z
4700,3,32,4800,2021-01-03T19:09:35.280Z
4701,5,10,4801,2021-01-03T19:09:35.280Z
4702,3,23,4802,2021-01-03T19:09:35.280Z
4703,1,10,4803,2021-01-03T19:09:35.280Z
4704,1,36,4804,2021-01-03T19:09:35.280Z
4705,2,17,4805,2021-01-03T19:09:35.280Z
4706,4,13,4806,2021-01-17T17:57:14.371Z
4707,5,23,4807,2021-01-17T17:57:14.371Z
4708,2,54,4808,2021-01-17T17:57:14.371Z
4709,4,40,4809,2021-01-17T17:57:14.371Z
4710,4,17,4810,2021-01-17T17:57:14.371Z
4711,5,29,4811,2021-01-17T17:57:14.371Z
4712,4,10,4812,2021-02-26T00:44:06.259Z
4713,1,54,4813,2021-02-26T00:44:06.259Z
4714,4,57,4814,2021-02-26T00:44:06.259Z
4715,2,36,4815,2021-02-26T00:44:06.259Z
4716,1,17,4816,2021-02-26T00:44:06.259Z
4717,5,29,4817,2021-02-26T00:44:06.259Z
4718,3,32,4818,2021-03-01T10:10:30.662Z
4719,3,23,4819,2021-03-01T10:10:30.662Z
4720,3,54,4820,2021-03-01T10:10:30.662Z
4721,3,36,4821,2021-03-01T10:10:30.662Z
4722,1,17,4822,2021-03-01T10:10:30.662Z
4723,4,29,4823,2021-03-01T10:10:30.662Z
4724,1,32,4824,2021-02-06T18:32:41.021Z
4725,2,10,4825,2021-02-06T18:32:41.021Z
4726,5,40,4826,2021-02-06T18:32:41.021Z
4727,4,10,4827,2021-02-06T18:32:41.021Z
4728,3,36,4828,2021-02-06T18:32:41.021Z
4729,3,29,4829,2021-02-06T18:32:41.021Z
4730,3,10,4830,2021-03-10T05:42:39.571Z
4731,2,54,4831,2021-03-10T05:42:39.571Z
4732,3,57,4832,2021-03-10T05:42:39.571Z
4733,1,36,4833,2021-03-10T05:42:39.571Z
4734,3,17,4834,2021-03-10T05:42:39.571Z
4735,2,29,4835,2021-03-10T05:42:39.571Z
4736,4,13,4836,2021-03-15T15:32:16.570Z
4737,5,54,4837,2021-03-15T15:32:16.570Z
4738,2,57,4838,2021-03-15T15:32:16.570Z
4739,4,17,4839,2021-03-15T15:32:16.570Z
4740,2,23,4840,2021-02-21T04:04:38.410Z
4741,5,19,4841,2021-02-21T04:04:38.410Z
4742,3,54,4842,2021-02-21T04:04:38.410Z
4743,5,40,4843,2021-02-21T04:04:38.410Z
4744,4,10,4844,2021-02-21T04:04:38.410Z
4745,5,17,4845,2021-02-21T04:04:38.410Z
4746,3,23,4846,2021-03-06T06:32:55.363Z
4747,4,19,4847,2021-03-06T06:32:55.363Z
4748,2,54,4848,2021-03-06T06:32:55.363Z
4749,4,40,4849,2021-03-06T06:32:55.363Z
4750,3,10,4850,2021-03-06T06:32:55.363Z
4751,1,13,4851,2021-02-28T05:12:43.574Z
4752,5,32,4852,2021-02-28T05:12:43.574Z
4753,4,10,4853,2021-02-28T05:12:43.574Z
4754,4,57,4854,2021-02-28T05:12:43.574Z
4755,4,17,4855,2021-02-28T05:12:43.574Z
4756,2,29,4856,2021-02-28T05:12:43.574Z
4757,1,54,4857,2021-01-20T03:30:31.334Z
4758,2,40,4858,2021-01-20T03:30:31.334Z
4759,5,10,4859,2021-01-20T03:30:31.334Z
4760,5,17,4860,2021-01-20T03:30:31.334Z
4761,4,32,4861,2021-03-05T23:12:08.150Z
4762,2,10,4862,2021-03-05T23:12:08.150Z
4763,2,19,4863,2021-03-05T23:12:08.150Z
4764,5,40,4864,2021-03-05T23:12:08.150Z
4765,5,17,4865,2021-03-05T23:12:08.150Z
4766,5,29,4866,2021-03-05T23:12:08.150Z
4767,2,13,4867,2021-03-13T16:43:56.957Z
4768,3,32,4868,2021-03-13T16:43:56.957Z
4769,2,10,4869,2021-03-13T16:43:56.957Z
4770,4,23,4870,2021-03-13T16:43:56.957Z
4771,5,19,4871,2021-03-13T16:43:56.957Z
4772,2,10,4872,2021-03-13T16:43:56.957Z
4773,1,57,4873,2021-03-13T16:43:56.957Z
4774,5,17,4874,2021-03-13T16:43:56.957Z
4775,2,29,4875,2021-03-13T16:43:56.957Z
4776,2,13,4876,2021-02-27T06:03:43.085Z
4777,4,23,4877,2021-02-27T06:03:43.085Z
4778,4,19,4878,2021-02-27T06:03:43.085Z
4779,1,40,4879,2021-02-27T06:03:43.085Z
4780,3,10,4880,2021-02-27T06:03:43.085Z
4781,3,57,4881,2021-02-27T06:03:43.085Z
4782,3,36,4882,2021-02-27T06:03:43.085Z
4783,3,17,4883,2021-02-27T06:03:43.085Z
4784,1,32,4884,2021-02-24T02:06:48.557Z
4785,3,10,4885,2021-02-24T02:06:48.557Z
4786,1,23,4886,2021-02-24T02:06:48.557Z
4787,2,54,4887,2021-02-24T02:06:48.557Z
4788,5,10,4888,2021-02-24T02:06:48.557Z
4789,5,57,4889,2021-02-24T02:06:48.557Z
4790,1,36,4890,2021-02-24T02:06:48.557Z
4791,4,17,4891,2021-02-24T02:06:48.557Z
4792,4,13,4892,2021-03-20T00:20:13.920Z
4793,2,10,4893,2021-03-20T00:20:13.920Z
4794,5,23,4894,2021-03-20T00:20:13.920Z
4795,1,19,4895,2021-03-20T00:20:13.920Z
4796,3,54,4896,2021-03-20T00:20:13.920Z
4797,2,57,4897,2021-03-20T00:20:13.920Z
4798,3,13,4898,2021-02-02T18:51:05.386Z
4799,2,10,4899,2021-02-02T18:51:05.386Z
4800,1,23,4900,2021-02-02T18:51:05.386Z
4801,2,10,4901,2021-02-02T18:51:05.386Z
4802,4,36,4902,2021-02-02T18:51:05.386Z
4803,4,32,4903,2021-02-11T14:30:34.589Z
4804,3,23,4904,2021-02-11T14:30:34.589Z
4805,5,54,4905,2021-02-11T14:30:34.589Z
4806,4,17,4906,2021-02-11T14:30:34.589Z
4807,5,29,4907,2021-02-11T14:30:34.589Z
4808,4,13,4908,2021-01-01T01:31:35.990Z
4809,4,32,4909,2021-01-01T01:31:35.990Z
4810,4,23,4910,2021-01-01T01:31:35.990Z
4811,5,54,4911,2021-01-01T01:31:35.990Z
4812,3,10,4912,2021-01-01T01:31:35.990Z
4813,4,57,4913,2021-01-01T01:31:35.990Z
4814,4,10,4914,2021-03-14T16:08:38.688Z
4815,4,19,4915,2021-03-14T16:08:38.688Z
4816,1,40,4916,2021-03-14T16:08:38.688Z
4817,3,57,4917,2021-03-14T16:08:38.688Z
4818,3,17,4918,2021-03-14T16:08:38.688Z
4819,1,29,4919,2021-03-14T16:08:38.688Z
4820,1,19,4920,2021-01-15T23:06:41.818Z
4821,1,10,4921,2021-01-15T23:06:41.818Z
4822,1,57,4922,2021-01-15T23:06:41.818Z
4823,5,10,4923,2021-01-17T13:26:53.462Z
4824,5,23,4924,2021-01-17T13:26:53.462Z
4825,5,17,4925,2021-01-17T13:26:53.462Z
4826,4,13,4926,2021-03-20T15:30:18.029Z
4827,1,10,4927,2021-03-20T15:30:18.029Z
4828,2,10,4928,2021-03-20T15:30:18.029Z
4829,2,10,4929,2021-03-29T15:32:51.302Z
4830,3,23,4930,2021-03-29T15:32:51.302Z
4831,1,54,4931,2021-03-29T15:32:51.302Z
4832,5,40,4932,2021-03-29T15:32:51.302Z
4833,3,10,4933,2021-03-29T15:32:51.302Z
4834,3,36,4934,2021-03-29T15:32:51.302Z
4835,4,29,4935,2021-03-29T15:32:51.302Z
4836,5,32,4936,2021-02-08T00:41:55.363Z
4837,3,10,4937,2021-02-08T00:41:55.363Z
4838,4,40,4938,2021-02-08T00:41:55.363Z
4839,5,36,4939,2021-02-08T00:41:55.363Z
4840,2,13,4940,2021-03-10T05:03:47.894Z
4841,1,32,4941,2021-03-10T05:03:47.894Z
4842,1,10,4942,2021-03-10T05:03:47.894Z
4843,2,19,4943,2021-03-10T05:03:47.894Z
4844,5,17,4944,2021-03-10T05:03:47.894Z
4845,2,29,4945,2021-03-10T05:03:47.894Z
4846,3,13,4946,2021-03-02T19:53:03.005Z
4847,3,10,4947,2021-03-02T19:53:03.005Z
4848,5,54,4948,2021-03-02T19:53:03.005Z
4849,5,40,4949,2021-03-02T19:53:03.005Z
4850,3,57,4950,2021-03-02T19:53:03.005Z
4851,3,17,4951,2021-03-02T19:53:03.005Z
4852,2,13,4952,2021-01-01T02:21:16.790Z
4853,3,32,4953,2021-01-01T02:21:16.790Z
4854,2,10,4954,2021-01-01T02:21:16.790Z
4855,3,19,4955,2021-01-01T02:21:16.790Z
4856,4,10,4956,2021-01-01T02:21:16.790Z
4857,4,57,4957,2021-01-01T02:21:16.790Z
4858,2,29,4958,2021-01-01T02:21:16.790Z
4859,1,10,4959,2021-02-24T18:26:16.800Z
4860,5,19,4960,2021-02-24T18:26:16.800Z
4861,2,54,4961,2021-02-24T18:26:16.800Z
4862,1,57,4962,2021-02-24T18:26:16.800Z
4863,2,36,4963,2021-02-24T18:26:16.800Z
4864,5,17,4964,2021-02-24T18:26:16.800Z
4865,5,29,4965,2021-02-24T18:26:16.800Z
4866,5,13,4966,2021-02-23T03:38:40.877Z
4867,3,10,4967,2021-02-23T03:38:40.877Z
4868,3,23,4968,2021-02-23T03:38:40.877Z
4869,1,17,4969,2021-02-23T03:38:40.877Z
4870,3,29,4970,2021-02-23T03:38:40.877Z
4871,5,13,4971,2021-01-27T08:33:05.702Z
4872,3,10,4972,2021-01-27T08:33:05.702Z
4873,2,19,4973,2021-01-27T08:33:05.702Z
4874,3,10,4974,2021-01-27T08:33:05.702Z
4875,3,57,4975,2021-01-27T08:33:05.702Z
4876,3,36,4976,2021-01-27T08:33:05.702Z
4877,3,29,4977,2021-01-27T08:33:05.702Z
4878,3,23,4978,2021-02-24T00:48:53.453Z
4879,3,19,4979,2021-02-24T00:48:53.453Z
4880,2,40,4980,2021-02-24T00:48:53.453Z
4881,1,10,4981,2021-02-24T00:48:53.453Z
4882,1,57,4982,2021-02-24T00:48:53.453Z
4883,5,32,4983,2021-01-25T05:42:32.054Z
4884,5,23,4984,2021-01-25T05:42:32.054Z
4885,4,19,4985,2021-01-25T05:42:32.054Z
4886,5,10,4986,2021-01-25T05:42:32.054Z
4887,1,57,4987,2021-01-25T05:42:32.054Z
4888,3,17,4988,2021-01-25T05:42:32.054Z
4889,2,29,4989,2021-01-25T05:42:32.054Z
4890,3,13,4990,2021-01-19T00:54:46.138Z
4891,1,32,4991,2021-01-19T00:54:46.138Z
4892,1,10,4992,2021-01-19T00:54:46.138Z
4893,5,19,4993,2021-01-19T00:54:46.138Z
4894,4,54,4994,2021-01-19T00:54:46.138Z
4895,3,40,4995,2021-01-19T00:54:46.138Z
4896,5,10,4996,2021-01-19T00:54:46.138Z
4897,1,36,4997,2021-01-19T00:54:46.138Z
4898,5,13,4998,2021-03-13T09:04:47.453Z
4899,3,32,4999,2021-03-13T09:04:47.453Z
4900,5,10,5000,2021-03-13T09:04:47.453Z
4901,4,23,5001,2021-03-13T09:04:47.453Z
4902,2,19,5002,2021-03-13T09:04:47.453Z
4903,2,54,5003,2021-03-13T09:04:47.453Z
4904,4,10,5004,2021-03-13T09:04:47.453Z
4905,5,57,5005,2021-03-13T09:04:47.453Z
4906,5,29,5006,2021-03-13T09:04:47.453Z
4907,3,54,5007,2021-02-28T02:49:11.568Z
4908,4,40,5008,2021-02-28T02:49:11.568Z
4909,1,17,5009,2021-02-28T02:49:11.568Z
4910,1,29,5010,2021-02-28T02:49:11.568Z
4911,4,10,5011,2021-02-06T01:29:59.309Z
4912,4,19,5012,2021-02-06T01:29:59.309Z
4913,1,54,5013,2021-02-06T01:29:59.309Z
4914,4,40,5014,2021-02-06T01:29:59.309Z
4915,1,10,5015,2021-02-06T01:29:59.309Z
4916,1,57,5016,2021-02-06T01:29:59.309Z
4917,5,36,5017,2021-02-06T01:29:59.309Z
4918,5,17,5018,2021-02-06T01:29:59.309Z
4919,5,13,5019,2021-03-30T14:56:35.923Z
4920,5,32,5020,2021-03-30T14:56:35.923Z
4921,3,23,5021,2021-03-30T14:56:35.923Z
4922,1,19,5022,2021-03-30T14:56:35.923Z
4923,1,54,5023,2021-03-30T14:56:35.923Z
4924,2,57,5024,2021-03-30T14:56:35.923Z
4925,4,36,5025,2021-03-30T14:56:35.923Z
4926,5,17,5026,2021-03-30T14:56:35.923Z
4927,5,29,5027,2021-03-30T14:56:35.923Z
4928,4,13,5028,2021-03-16T00:08:04.358Z
4929,3,54,5029,2021-03-16T00:08:04.358Z
4930,4,40,5030,2021-03-16T00:08:04.358Z
4931,2,13,5031,2021-02-12T09:02:02.515Z
4932,4,32,5032,2021-02-12T09:02:02.515Z
4933,4,19,5033,2021-02-12T09:02:02.515Z
4934,1,54,5034,2021-02-12T09:02:02.515Z
4935,4,36,5035,2021-02-12T09:02:02.515Z
4936,1,17,5036,2021-02-12T09:02:02.515Z
4937,5,32,5037,2021-03-27T03:16:28.762Z
4938,1,10,5038,2021-03-27T03:16:28.762Z
4939,3,23,5039,2021-03-27T03:16:28.762Z
4940,3,19,5040,2021-03-27T03:16:28.762Z
4941,5,40,5041,2021-03-27T03:16:28.762Z
4942,2,36,5042,2021-03-27T03:16:28.762Z
4943,1,17,5043,2021-03-27T03:16:28.762Z
4944,1,29,5044,2021-03-27T03:16:28.762Z
4945,2,13,5045,2021-03-20T07:57:52.013Z
4946,4,10,5046,2021-03-20T07:57:52.013Z
4947,2,23,5047,2021-03-20T07:57:52.013Z
4948,4,19,5048,2021-03-20T07:57:52.013Z
4949,1,29,5049,2021-03-20T07:57:52.013Z
4950,2,10,5050,2021-01-21T20:45:01.094Z
4951,2,19,5051,2021-01-21T20:45:01.094Z
4952,5,54,5052,2021-01-21T20:45:01.094Z
4953,3,17,5053,2021-01-21T20:45:01.094Z
4954,1,32,5054,2021-02-10T18:24:33.811Z
4955,3,23,5055,2021-02-10T18:24:33.811Z
4956,5,10,5056,2021-02-10T18:24:33.811Z
4957,2,36,5057,2021-02-10T18:24:33.811Z
4958,3,29,5058,2021-02-10T18:24:33.811Z
4959,3,13,5059,2021-01-18T03:08:56.630Z
4960,3,32,5060,2021-01-18T03:08:56.630Z
4961,4,10,5061,2021-01-18T03:08:56.630Z
4962,3,23,5062,2021-01-18T03:08:56.630Z
4963,5,40,5063,2021-01-18T03:08:56.630Z
4964,2,57,5064,2021-01-18T03:08:56.630Z
4965,1,32,5065,2021-03-08T19:38:27.859Z
4966,1,10,5066,2021-03-08T19:38:27.859Z
4967,5,19,5067,2021-03-08T19:38:27.859Z
4968,4,54,5068,2021-03-08T19:38:27.859Z
4969,1,40,5069,2021-03-08T19:38:27.859Z
4970,3,10,5070,2021-03-08T19:38:27.859Z
4971,5,57,5071,2021-03-08T19:38:27.859Z
4972,5,13,5072,2021-01-22T22:17:04.733Z
4973,5,54,5073,2021-01-22T22:17:04.733Z
4974,2,57,5074,2021-01-22T22:17:04.733Z
4975,1,36,5075,2021-01-22T22:17:04.733Z
4976,4,29,5076,2021-01-22T22:17:04.733Z
4977,1,13,5077,2021-02-01T05:21:28.627Z
4978,2,10,5078,2021-02-01T05:21:28.627Z
4979,4,40,5079,2021-02-01T05:21:28.627Z
4980,1,36,5080,2021-02-01T05:21:28.627Z
4981,1,17,5081,2021-02-01T05:21:28.627Z
4982,4,29,5082,2021-02-01T05:21:28.627Z
4983,2,13,5083,2021-03-22T11:11:36.010Z
4984,1,23,5084,2021-03-22T11:11:36.010Z
4985,1,19,5085,2021-03-22T11:11:36.010Z
4986,4,54,5086,2021-03-22T11:11:36.010Z
4987,3,40,5087,2021-03-22T11:11:36.010Z
4988,1,17,5088,2021-03-22T11:11:36.010Z
4989,2,13,5089,2021-03-01T18:29:05.798Z
4990,1,10,5090,2021-03-01T18:29:05.798Z
4991,4,23,5091,2021-03-01T18:29:05.798Z
4992,2,54,5092,2021-03-01T18:29:05.798Z
4993,1,57,5093,2021-03-01T18:29:05.798Z
4994,1,36,5094,2021-03-01T18:29:05.798Z
4995,2,29,5095,2021-03-01T18:29:05.798Z
4996,3,32,5096,2021-01-08T20:15:46.829Z
4997,2,19,5097,2021-01-08T20:15:46.829Z
4998,2,54,5098,2021-01-08T20:15:46.829Z
4999,2,40,5099,2021-01-08T20:15:46.829Z
5000,2,10,5100,2021-01-08T20:15:46.829Z
5001,2,36,5101,2021-01-08T20:15:46.829Z
5002,5,17,5102,2021-01-08T20:15:46.829Z
5003,2,29,5103,2021-01-08T20:15:46.829Z
5004,2,10,5104,2021-03-29T11:16:32.448Z
5005,5,23,5105,2021-03-29T11:16:32.448Z
5006,5,19,5106,2021-03-29T11:16:32.448Z
5007,1,54,5107,2021-03-29T11:16:32.448Z
5008,4,40,5108,2021-03-29T11:16:32.448Z
5009,1,10,5109,2021-03-29T11:16:32.448Z
5010,4,57,5110,2021-03-29T11:16:32.448Z
5011,1,36,5111,2021-03-29T11:16:32.448Z
5012,5,17,5112,2021-03-29T11:16:32.448Z
5013,2,54,5113,2021-02-25T20:31:33.600Z
5014,2,40,5114,2021-02-25T20:31:33.600Z
5015,1,10,5115,2021-02-25T20:31:33.600Z
5016,1,57,5116,2021-02-25T20:31:33.600Z
5017,1,36,5117,2021-02-25T20:31:33.600Z
5018,4,29,5118,2021-02-25T20:31:33.600Z
5019,1,13,5119,2021-03-06T08:04:40.858Z
5020,4,32,5120,2021-03-06T08:04:40.858Z
5021,1,40,5121,2021-03-06T08:04:40.858Z
5022,4,29,5122,2021-03-06T08:04:40.858Z
5023,5,13,5123,2021-03-04T15:09:20.650Z
5024,2,23,5124,2021-03-04T15:09:20.650Z
5025,2,19,5125,2021-03-04T15:09:20.650Z
5026,5,54,5126,2021-03-04T15:09:20.650Z
5027,5,40,5127,2021-03-04T15:09:20.650Z
5028,4,10,5128,2021-03-04T15:09:20.650Z
5029,5,17,5129,2021-03-04T15:09:20.650Z
5030,3,29,5130,2021-03-04T15:09:20.650Z
5031,3,13,5131,2021-01-24T13:58:55.690Z
5032,3,10,5132,2021-01-24T13:58:55.690Z
5033,4,23,5133,2021-01-24T13:58:55.690Z
5034,1,54,5134,2021-01-24T13:58:55.690Z
5035,3,40,5135,2021-01-24T13:58:55.690Z
5036,2,10,5136,2021-01-24T13:58:55.690Z
5037,1,57,5137,2021-01-24T13:58:55.690Z
5038,2,36,5138,2021-01-24T13:58:55.690Z
5039,1,29,5139,2021-01-24T13:58:55.690Z
5040,2,32,5140,2021-03-01T01:28:06.730Z
5041,1,23,5141,2021-03-01T01:28:06.730Z
5042,4,19,5142,2021-03-01T01:28:06.730Z
5043,2,54,5143,2021-03-01T01:28:06.730Z
5044,2,10,5144,2021-03-01T01:28:06.730Z
5045,3,57,5145,2021-03-01T01:28:06.730Z
5046,4,17,5146,2021-03-01T01:28:06.730Z
5047,4,29,5147,2021-03-01T01:28:06.730Z
5048,1,32,5148,2021-03-25T22:14:49.258Z
5049,1,54,5149,2021-03-25T22:14:49.258Z
5050,3,57,5150,2021-03-25T22:14:49.258Z
5051,5,36,5151,2021-03-25T22:14:49.258Z
5052,3,17,5152,2021-03-25T22:14:49.258Z
5053,2,29,5153,2021-03-25T22:14:49.258Z
5054,5,32,5154,2021-01-07T22:08:54.586Z
5055,3,40,5155,2021-01-07T22:08:54.586Z
5056,5,10,5156,2021-01-07T22:08:54.586Z
5057,4,29,5157,2021-01-07T22:08:54.586Z
5058,5,13,5158,2021-01-04T19:16:36.394Z
5059,3,10,5159,2021-01-04T19:16:36.394Z
5060,3,19,5160,2021-01-04T19:16:36.394Z
5061,1,54,5161,2021-01-04T19:16:36.394Z
5062,4,36,5162,2021-01-04T19:16:36.394Z
5063,1,17,5163,2021-01-04T19:16:36.394Z
5064,4,29,5164,2021-01-04T19:16:36.394Z
5065,1,10,5165,2021-03-18T03:02:13.402Z
5066,5,23,5166,2021-03-18T03:02:13.402Z
5067,5,19,5167,2021-03-18T03:02:13.402Z
5068,3,10,5168,2021-03-18T03:02:13.402Z
5069,4,57,5169,2021-03-18T03:02:13.402Z
5070,1,17,5170,2021-03-18T03:02:13.402Z
5071,5,29,5171,2021-03-18T03:02:13.402Z
5072,5,10,5172,2021-03-28T00:43:56.410Z
5073,4,23,5173,2021-03-28T00:43:56.410Z
5074,4,10,5174,2021-03-28T00:43:56.410Z
5075,4,29,5175,2021-03-28T00:43:56.410Z
5076,3,32,5176,2021-02-09T15:46:02.726Z
5077,4,10,5177,2021-02-09T15:46:02.726Z
5078,1,19,5178,2021-02-09T15:46:02.726Z
5079,1,54,5179,2021-02-09T15:46:02.726Z
5080,5,57,5180,2021-02-09T15:46:02.726Z
5081,3,17,5181,2021-02-09T15:46:02.726Z
5082,5,13,5182,2021-03-18T13:27:53.770Z
5083,2,32,5183,2021-03-18T13:27:53.770Z
5084,1,10,5184,2021-03-18T13:27:53.770Z
5085,3,19,5185,2021-03-18T13:27:53.770Z
5086,1,40,5186,2021-03-18T13:27:53.770Z
5087,5,10,5187,2021-03-18T13:27:53.770Z
5088,2,57,5188,2021-03-18T13:27:53.770Z
5089,5,32,5189,2021-01-16T05:49:02.496Z
5090,5,23,5190,2021-01-16T05:49:02.496Z
5091,5,19,5191,2021-01-16T05:49:02.496Z
5092,3,54,5192,2021-01-16T05:49:02.496Z
5093,5,10,5193,2021-01-16T05:49:02.496Z
5094,3,36,5194,2021-01-16T05:49:02.496Z
5095,3,17,5195,2021-01-16T05:49:02.496Z
5096,4,13,5196,2021-02-27T17:54:39.283Z
5097,2,10,5197,2021-02-27T17:54:39.283Z
5098,3,19,5198,2021-02-27T17:54:39.283Z
5099,3,54,5199,2021-02-27T17:54:39.283Z
5100,4,40,5200,2021-02-27T17:54:39.283Z
5101,3,10,5201,2021-02-27T17:54:39.283Z
5102,1,57,5202,2021-02-27T17:54:39.283Z
5103,2,36,5203,2021-02-27T17:54:39.283Z
5104,1,13,5204,2021-02-17T09:49:39.850Z
5105,1,32,5205,2021-02-17T09:49:39.850Z
5106,3,23,5206,2021-02-17T09:49:39.850Z
5107,2,54,5207,2021-02-17T09:49:39.850Z
5108,4,40,5208,2021-02-17T09:49:39.850Z
5109,3,57,5209,2021-02-17T09:49:39.850Z
5110,4,36,5210,2021-02-17T09:49:39.850Z
5111,4,29,5211,2021-02-17T09:49:39.850Z
5112,3,13,5212,2021-02-21T12:00:55.469Z
5113,4,32,5213,2021-02-21T12:00:55.469Z
5114,3,19,5214,2021-02-21T12:00:55.469Z
5115,1,40,5215,2021-02-21T12:00:55.469Z
5116,3,57,5216,2021-02-21T12:00:55.469Z
